ingresos_mensuales,edad,deudas_totales,numero_tarjetas,historial_crediticio,tasa_de_interes,mora_actual,moroso
394,42,680,0,Bueno,35.93759744670341,1,1
-251,6,1012,-4,Malo,32.22730935102831,0,1
376,16,4385,-3,Malo,17.033587690636445,0,1
214,42,4152,0,Bueno,34.76112193855372,1,1
-17,26,5083,-2,Bueno,12.767112620127705,0,1
265,34,6272,-1,Bueno,2.3625535045408688,0,0
2051,27,1767,-4,Malo,36.279433979339515,0,0
629,30,4386,0,Bueno,-6.627670184868915,1,1
1563,31,155,2,Regular,24.31812028769631,0,0
813,34,6318,-3,Bueno,19.31276905768616,0,0
-54,-10,903,-6,Malo,4.50216691404437,0,1
1758,3,4643,0,Regular,9.391697195026211,1,1
1731,30,6498,1,Bueno,20.04176347916864,0,1
2084,43,2925,-2,Malo,15.823941122562399,0,0
879,20,1040,-4,Malo,31.568223606477634,0,1
3140,63,8730,-2,Bueno,16.75441955821342,1,1
2010,44,6126,-3,Bueno,14.691572096238781,1,0
2226,28,1486,1,Bueno,28.22975247699124,0,0
1286,16,2078,-3,Regular,0.24333793026768902,1,0
1490,15,-315,-2,Regular,9.421221277712487,1,0
2434,47,5671,-4,Malo,23.2393163703245,0,0
-335,32,6277,-3,Bueno,19.340656220515154,0,1
2936,22,1550,3,Regular,27.722043226357023,0,1
1059,31,4474,0,Bueno,26.491981550443832,0,1
1199,38,5181,-2,Bueno,21.539544948406476,1,0
550,18,2015,-1,Malo,23.01540050056101,1,0
729,11,144,-7,Malo,16.78180578368329,1,1
1614,42,1905,-1,Regular,21.762132943917226,0,1
1036,27,-40,-4,Malo,22.400919672247987,1,1
2027,48,5805,-3,Bueno,20.475375285509248,1,0
629,15,3051,-5,Bueno,9.693158379893994,1,0
491,36,2505,1,Bueno,5.497373897468871,1,1
-1100,31,1446,-1,Malo,26.838075574139516,1,0
2020,40,1433,-1,Malo,22.881525654955787,1,1
-755,50,2424,-2,Bueno,21.04267391023668,0,0
1872,51,5386,-2,Bueno,5.076505495190717,0,0
375,-8,5866,-4,Bueno,12.618054469638516,0,1
-241,52,2727,-2,Bueno,10.898811192984766,1,0
703,7,8079,-3,Bueno,25.203145572271303,1,0
615,47,3115,-2,Malo,24.823181386974518,1,1
1631,46,1402,2,Regular,17.163382818522813,0,1
1700,12,7473,0,Bueno,5.512071663229663,1,0
224,17,4224,-3,Bueno,9.615935064923075,1,1
243,-19,2238,-7,Malo,29.938188540907618,0,0
-98,24,6440,-1,Bueno,26.28544488443459,1,1
1126,27,4512,-2,Bueno,4.926177990953698,1,1
155,18,2652,-3,Malo,16.86052094071402,1,0
654,37,3167,-5,Malo,25.161020663990637,1,0
1875,17,2987,-1,Regular,23.84549666959664,1,1
639,4,2197,-3,Malo,24.200159445641283,1,0
2118,26,3172,-1,Malo,19.841144953844676,0,0
1802,32,5027,-3,Bueno,19.659760278271293,0,1
839,52,3722,-3,Bueno,12.831393072892029,0,1
476,13,4709,-2,Malo,19.13976798814232,0,1
84,24,3669,-6,Bueno,8.820139504594335,0,0
2344,48,4663,-4,Bueno,9.099453694200303,1,0
-876,-17,1343,-2,Bueno,6.404765656317793,1,1
1079,2,6205,-1,Bueno,0.13662801543787495,1,0
585,0,2296,-4,Bueno,9.750454067370079,1,1
986,35,6877,-4,Bueno,-4.213873070415577,1,1
2333,26,636,-7,Bueno,8.682707559449735,0,0
511,4,3393,-3,Bueno,24.55216023515502,1,0
127,32,2578,-4,Malo,15.688316398846451,1,1
976,23,3028,-5,Bueno,13.266217110105796,1,0
1333,24,2350,0,Bueno,21.787786701944118,1,0
-204,40,3542,-1,Bueno,13.488879316073252,0,0
529,31,5616,-4,Bueno,26.77920560977821,1,1
598,18,8035,0,Bueno,17.471455647504516,1,1
-22,-3,4452,-6,Malo,18.06129749231416,0,1
778,36,6200,-3,Bueno,9.172516658959841,1,1
2007,29,8798,-4,Bueno,17.240203318588687,1,0
492,15,2540,-3,Malo,31.025255325020957,1,0
1067,28,3975,-2,Bueno,19.335000656697144,0,0
2238,50,2531,-3,Bueno,10.981762861791076,1,0
1510,18,5689,-1,Regular,10.024022846203062,0,1
1466,26,6125,-3,Bueno,4.67759504721724,1,0
1099,17,6448,-2,Malo,7.514477189394034,0,0
2660,30,2410,0,Regular,22.905620272569806,0,1
2262,12,1812,-3,Malo,30.23593188953409,0,1
1382,45,2333,0,Bueno,24.226981470290063,0,1
756,24,3572,-3,Malo,17.915081475292535,1,0
-797,24,4861,-6,Malo,22.10931065081441,1,0
2139,35,3675,-2,Bueno,28.097384212557337,0,1
1828,25,4430,-2,Bueno,0.7150389862700401,1,1
-332,24,100,-3,Bueno,15.011505376128037,0,0
2067,29,6745,-6,Bueno,12.407622082166277,0,0
1546,40,4197,-1,Bueno,2.677553375767384,0,1
1016,14,1104,-2,Malo,25.884066665327577,0,0
-191,14,3122,-3,Malo,18.19456986155214,1,1
1935,-13,3203,-4,Malo,39.91529154288984,0,1
-415,51,4573,0,Malo,22.572673412001162,0,0
-576,48,3545,-1,Malo,18.688960122460614,1,1
3089,27,2647,-1,Regular,21.50337120600475,0,1
2632,55,5647,-3,Bueno,24.254295887504835,1,0
2402,40,5452,-2,Bueno,14.618253814068133,1,1
862,26,5102,-2,Regular,16.006133150605848,1,1
2908,21,-205,1,Regular,19.81701791709375,0,1
659,46,2788,0,Bueno,21.56354691588136,1,1
2087,18,4351,0,Regular,12.979788130075754,1,0
1450,33,-697,0,Regular,5.756124793531324,0,0
-42,22,4958,-1,Bueno,20.55502640651929,1,0
-631,38,6182,-4,Bueno,5.613280927071779,0,0
-624,15,4263,-3,Bueno,-1.7609254389566873,1,0
537,28,2204,-3,Malo,30.487112674184047,0,1
-518,21,8309,-5,Bueno,1.6136377637423491,0,1
1798,30,641,3,Regular,14.85911142568599,0,0
1264,34,6395,-2,Bueno,11.790912044069248,0,0
1072,38,2711,-2,Bueno,6.844664065341123,1,1
356,31,3462,0,Bueno,15.945390125304488,0,1
652,30,3769,1,Bueno,22.440002755173314,0,1
1910,-3,657,-3,Regular,11.160459738753993,0,1
646,32,4154,0,Bueno,9.735304271819249,0,0
-108,36,3968,-4,Malo,17.99893235279905,1,1
758,33,6261,1,Bueno,8.1272959860058,1,1
477,18,5919,-1,Bueno,3.729243811476323,0,0
1357,25,5214,-5,Bueno,11.97666599300253,1,1
-186,-6,1288,-2,Bueno,17.60768603232458,1,0
1891,37,2006,1,Regular,9.969367591819454,0,0
610,21,1716,-5,Malo,21.277917933171665,0,0
1712,27,5107,-6,Bueno,19.190240131998188,1,0
189,52,2014,-2,Bueno,18.660265395507064,1,0
349,31,3510,-2,Bueno,-3.1251618971247774,0,1
1434,-12,3337,-4,Malo,38.87646877644986,0,0
496,17,4825,-3,Bueno,18.523342974458515,0,1
577,31,5020,0,Bueno,12.53465153866279,0,1
2023,57,3818,-2,Bueno,2.719863639091619,0,0
182,-3,6088,-5,Bueno,4.412100476859857,1,1
-26,29,1744,-4,Malo,25.575911041603767,1,0
1464,25,4993,0,Bueno,15.6300239938514,0,0
1046,41,6362,0,Bueno,20.05499376322186,1,0
1786,27,4569,-2,Bueno,21.466338474853558,1,0
1486,21,4178,-3,Bueno,5.2322209367769466,0,1
1582,33,1768,-1,Malo,13.889239689527955,1,1
-690,27,2534,-2,Bueno,13.944419620665087,0,1
1551,28,3454,-1,Malo,9.81224498868265,1,1
1643,47,4247,-2,Bueno,14.648769555526979,0,0
929,37,1757,-5,Malo,14.931117937114482,0,0
410,21,5337,-4,Bueno,10.623501177572363,1,1
-965,30,1965,-7,Malo,27.0680322726916,0,0
1012,35,3988,-4,Bueno,-3.676676105446494,0,0
402,21,2583,-3,Malo,22.52006770394216,1,0
473,23,5307,-5,Bueno,41.97703241778407,0,1
-921,24,-533,-6,Malo,41.044001349426665,0,0
957,29,2940,-3,Malo,24.081579491011144,0,1
1662,31,7004,-1,Bueno,11.455659405895615,1,1
1180,57,2830,-2,Regular,5.1758712855063,0,1
85,13,2454,1,Bueno,22.44858254859868,1,1
31,16,3663,0,Bueno,27.426853572805058,0,1
525,23,3607,-5,Bueno,3.581837593845572,1,0
1522,23,6056,-1,Bueno,20.434411065654274,1,0
1286,71,4718,-2,Bueno,7.06582707513211,0,0
388,6,6862,-4,Bueno,14.335614592442884,0,1
459,36,2178,-5,Malo,29.533284501405827,1,0
1252,28,1038,-3,Malo,33.312011908263216,1,0
1331,25,5208,-5,Malo,14.86726150043229,1,0
852,38,3000,-3,Malo,28.145513001687085,1,1
1502,43,2169,2,Regular,5.501164930380049,0,0
1632,5,1201,-2,Malo,9.189906412735596,1,0
1134,31,2958,-4,Malo,12.492253253039442,1,0
2501,21,6399,-4,Bueno,7.291887589091541,1,1
-637,24,4796,-4,Malo,9.394302277698221,1,0
964,24,3821,-4,Bueno,16.491370635458136,0,0
1645,33,658,-1,Malo,25.112530690144787,0,1
546,34,-459,-2,Malo,29.01332101916411,1,1
475,29,5750,-1,Bueno,10.0907728724181,1,0
2864,25,1826,-1,Regular,20.122153538941376,1,0
469,18,6060,-4,Bueno,15.042345108428531,1,1
1406,41,4636,-3,Bueno,21.183481891921183,1,0
1629,34,3166,-1,Bueno,31.79272318378895,0,1
2548,68,-1086,-4,Regular,19.663349668773073,1,1
3130,61,6368,-3,Bueno,8.607162245550079,0,1
73,49,5693,-4,Bueno,17.85746985707744,0,0
519,39,-721,-4,Malo,29.706951280561555,1,0
2096,26,5057,-2,Bueno,14.36937059925087,1,1
707,57,3726,-1,Malo,23.88499589296042,0,0
1777,66,6777,-2,Bueno,17.31363685192947,1,0
1392,19,3790,-4,Bueno,12.782009275222329,0,0
2129,19,4870,-2,Bueno,21.787368424435947,0,0
1098,20,5404,-4,Bueno,-1.3622536160203769,0,1
1487,27,1332,-4,Bueno,-1.1605504880983588,1,1
1617,49,3771,-3,Bueno,24.254589800125768,0,0
2046,33,3766,-2,Malo,24.258777481466424,1,0
1847,31,1205,-4,Regular,12.126118347371213,1,0
1435,59,4993,-1,Bueno,11.314564639751678,0,1
1319,38,-296,-2,Regular,12.913517468981286,0,1
-1001,21,2439,-4,Malo,31.521482372060213,1,0
210,12,2104,-7,Malo,15.839162406106505,0,1
2245,51,2862,0,Regular,11.220164268503929,1,1
505,-6,1666,-1,Malo,12.865242227343305,1,0
1431,37,7198,-1,Bueno,16.82029534206542,1,0
1195,9,543,-2,Bueno,37.70701791123581,1,1
981,53,5591,-4,Bueno,10.183377484172627,1,0
-369,31,3596,-3,Bueno,10.74169081587357,0,0
-351,37,4143,0,Bueno,14.590391865929075,0,1
-543,29,3531,-5,Bueno,18.957748296797355,1,1
1002,39,4504,-3,Bueno,16.361390506702463,0,1
1993,33,1391,-2,Malo,29.583962871389435,0,1
1382,27,7617,-6,Bueno,41.187647762766574,1,0
384,53,4139,0,Bueno,15.94533471475387,1,1
1496,36,7612,0,Bueno,16.04017208192058,0,1
2030,51,4489,0,Bueno,14.112446098626402,1,0
-628,48,5508,-5,Bueno,-1.3398131364728663,0,1
1280,32,5127,-6,Malo,29.38693339797849,1,1
-205,22,1211,-3,Malo,23.540976613052983,0,1
1157,41,3177,-2,Bueno,24.70707844518337,0,1
-716,52,2929,-2,Bueno,15.472128140612131,0,0
1841,21,2706,-1,Bueno,-1.336427519050547,0,0
342,-16,1880,-6,Malo,22.484057922500337,1,1
713,52,4603,-2,Bueno,12.465539886374218,0,0
213,55,2429,-5,Malo,29.328958654551272,0,1
-853,31,1764,-2,Bueno,19.27808485641075,0,1
309,31,6732,-4,Bueno,8.698036965855461,0,0
-221,42,4907,-1,Bueno,13.706074661578453,0,0
1490,23,1011,-1,Regular,15.628454578146993,1,0
1383,43,5270,-2,Malo,10.50911450674485,0,1
169,64,5439,-3,Bueno,24.3286571261521,1,1
2176,27,5034,-1,Bueno,26.42722472205369,0,1
289,49,136,-3,Malo,14.37811359811786,1,0
810,10,4297,-4,Malo,11.57289127461961,1,1
707,37,3772,-1,Bueno,14.425361103795233,0,1
1174,42,-254,-6,Malo,31.578333348346398,0,1
1578,13,1652,-1,Regular,6.006405395049604,1,0
482,19,4117,-3,Bueno,23.27535790672788,0,1
327,24,2048,-2,Malo,23.009947801886376,0,0
3021,0,-1652,-3,Regular,20.071005792810745,1,0
2939,35,68,-2,Regular,18.739768997096622,1,1
437,19,3336,-5,Malo,22.1238521885115,0,0
1338,40,7098,-1,Bueno,7.967621313699039,0,1
789,39,935,0,Malo,27.139780695945518,0,1
1185,34,3422,-1,Bueno,13.096459614214503,0,0
1903,43,7290,1,Bueno,7.763511288173125,0,1
14,42,607,-1,Malo,26.41772040451289,1,0
1469,18,5720,0,Bueno,13.129913969278585,1,0
3334,21,4006,-4,Bueno,19.943776311951858,0,0
838,16,4033,-1,Bueno,28.17436745186052,1,1
728,42,4631,2,Bueno,11.174062875258326,0,0
520,37,2805,-7,Bueno,4.214033360701253,1,0
1680,16,4854,-1,Bueno,20.334493239886164,0,1
920,18,-427,-2,Malo,19.75572708653977,1,0
240,36,3778,-4,Malo,18.671514911763143,1,1
2042,33,4391,-2,Regular,16.5042660712653,1,1
-813,46,3075,-2,Bueno,10.003024220873458,0,1
-384,34,3805,-4,Malo,28.2542305328167,0,1
993,34,3646,-1,Bueno,23.473696659367178,0,1
2081,8,6846,-2,Bueno,1.317351417388001,1,1
1254,22,5659,-3,Bueno,10.289581581708083,1,0
-1646,32,1673,-5,Bueno,12.860721679801077,1,0
-246,8,1533,-7,Malo,23.024673372771165,0,0
895,4,635,1,Regular,21.05428647804563,0,0
1041,-6,3583,-2,Bueno,4.446810537395052,1,1
974,24,6280,-3,Bueno,18.637364048450703,0,1
164,47,4856,-4,Malo,9.819086111346762,1,0
96,32,2511,-4,Malo,32.52172063502506,0,1
889,22,3671,-2,Bueno,1.8384329302047213,0,1
1948,39,-395,-2,Malo,15.96767321016156,1,0
2229,51,-467,0,Regular,2.0525226826490104,1,0
1834,49,3733,2,Regular,26.334391795664004,0,0
1888,7,5451,-3,Bueno,9.50105536601722,0,1
-72,31,3202,-5,Malo,23.054146829685678,1,1
249,27,3960,-1,Bueno,19.439294669963033,1,1
627,11,3991,-3,Bueno,23.489469921261296,0,1
2624,53,4267,-1,Bueno,18.803912899058506,1,1
-649,11,1712,-4,Malo,24.14414797093726,0,1
1744,60,2519,-1,Regular,5.84937383115071,1,1
455,59,2504,-1,Malo,12.51525466860749,1,1
1503,29,1858,-2,Bueno,18.449795093177933,1,0
19,0,1561,-2,Bueno,-2.3884064733893715,0,1
168,30,5770,-1,Bueno,12.131946589042972,0,1
1980,53,3549,0,Regular,17.491588729523478,0,0
1994,34,4443,-2,Bueno,12.422025024696087,1,1
3059,23,2057,0,Regular,15.364681108207218,1,0
-181,24,5183,-3,Bueno,-3.9995667664637935,0,1
1685,44,982,-1,Regular,11.121487518069118,0,0
948,55,349,-4,Bueno,27.42958392120466,0,1
993,39,4397,0,Bueno,15.970758081230775,1,0
3471,15,7239,-3,Bueno,23.99727549255261,0,1
152,31,2115,-3,Malo,17.915612990789494,1,0
2163,22,5229,-3,Bueno,12.459423243795985,1,0
1031,21,3905,0,Malo,29.189965355329555,1,1
441,12,3211,-5,Bueno,18.210088627567643,1,0
1020,25,2380,-6,Malo,30.840079599610657,1,1
1729,6,3407,-3,Bueno,30.49356002563885,1,1
3067,33,2712,0,Regular,8.81146429828436,1,1
-678,35,2315,-1,Bueno,17.644128936892567,0,1
879,36,4631,-2,Bueno,20.61542320234379,0,0
579,25,2865,-8,Malo,12.939424266660424,1,0
2481,41,6642,-2,Bueno,15.649120422496686,1,0
-476,3,4351,-10,Malo,34.92107516994673,0,1
374,55,2800,-4,Malo,15.902451058634153,1,0
1483,29,1958,1,Regular,5.503236925910804,0,0
342,30,4917,-2,Bueno,-1.671801232073971,0,1
2231,27,5284,-3,Bueno,20.13685497804161,0,1
1590,17,4487,-2,Bueno,17.852797107357706,1,1
1652,15,6515,-1,Bueno,13.280268743443735,1,1
1586,33,3210,-3,Regular,16.959644971495837,1,1
834,24,5330,-7,Bueno,24.29343047379148,1,1
2541,29,4616,1,Bueno,13.492022837990199,1,0
555,35,4208,-5,Bueno,16.592339266884824,0,1
11,26,3918,-3,Malo,18.967981216095534,0,1
733,42,4781,0,Bueno,12.212032051055527,1,0
1939,31,3316,-2,Bueno,-3.124581608172697,0,1
1551,35,2937,-2,Bueno,28.00077858722583,1,1
1353,36,3219,0,Bueno,11.764643101505664,0,0
-154,49,6460,-5,Bueno,17.749022419042873,0,1
497,13,3226,-8,Malo,15.750107922188587,1,0
31,20,6373,-4,Bueno,14.591938511301132,0,0
1473,18,1751,-3,Malo,16.771476539881853,1,1
1781,43,2612,-2,Bueno,3.906969382249043,1,0
934,22,5668,-2,Bueno,5.09605764462953,0,1
2824,6,1106,-5,Malo,31.34627018024345,0,0
1561,16,5203,-3,Bueno,18.862949984001826,1,0
2052,40,3508,-4,Bueno,16.76557540603052,0,1
2465,10,5640,-1,Bueno,1.3516727771439347,1,1
233,19,3871,-4,Bueno,9.209325485682907,1,1
1482,14,5995,1,Bueno,3.124525810793374,0,1
-61,10,2839,-6,Malo,31.305029603641547,1,1
2052,70,6134,-1,Bueno,22.717733417630715,0,0
2392,60,5968,-3,Bueno,8.520966868228477,1,0
553,31,5548,1,Bueno,12.220487124540396,0,0
1344,6,3453,-3,Bueno,12.880446631153564,0,0
1669,33,3415,-6,Malo,21.862188959826348,0,0
1894,28,4799,-1,Bueno,21.370066291037507,0,1
289,22,3637,-1,Malo,20.305252572697277,0,0
2027,51,5063,-4,Malo,23.520585870819577,0,0
1204,23,-36,-2,Malo,25.29870147178804,1,1
591,12,1863,-3,Malo,22.396029499548373,1,0
1880,56,5455,-1,Bueno,16.82493798577387,0,0
2242,38,1984,2,Regular,17.056488154853,1,1
1610,51,6253,-2,Bueno,16.50527902729526,1,0
-721,40,3217,-8,Bueno,-5.358668705265414,0,0
1268,24,1262,-2,Bueno,19.96221269584561,1,0
2867,23,5365,-3,Bueno,11.617384217277436,1,0
868,36,1414,-7,Malo,31.59720064492264,0,0
205,76,2968,1,Regular,20.57129945922224,1,0
64,26,3534,-2,Bueno,13.275599025859387,1,0
2496,22,1783,-1,Regular,17.00694411289328,0,1
1074,30,2866,-1,Malo,25.73811046828053,0,0
977,35,2808,0,Bueno,6.928685046682334,1,0
1529,44,5695,-3,Bueno,11.231141840242238,0,1
189,18,3083,-1,Bueno,33.619145538089846,0,1
481,42,3148,-3,Malo,6.719494419248177,1,0
1116,24,2064,-6,Malo,19.34622800954492,0,1
-506,43,2822,-2,Bueno,14.63485325931863,1,0
916,45,6045,-2,Bueno,17.486082725128192,0,0
-29,6,4282,-1,Bueno,20.83928126425446,0,1
1750,29,5549,1,Bueno,20.75150266443027,0,1
2135,6,-1036,-2,Regular,5.285681599334433,1,0
1138,17,2341,-4,Malo,16.6831664485825,1,0
2358,40,4511,-1,Bueno,4.55947859581478,0,1
2269,42,2636,-1,Bueno,26.8651627094383,1,0
1387,53,2125,-4,Regular,17.702524413545124,0,1
3168,19,-1328,3,Regular,23.047114896161073,0,1
474,43,3291,-4,Malo,26.91818401190522,1,1
1622,27,2572,-1,Malo,21.3281329755068,1,0
388,49,3968,-2,Bueno,18.004959361503488,1,0
495,35,3561,0,Bueno,22.553265650052815,0,0
306,19,616,-6,Malo,34.16452119515793,1,1
1040,55,7543,-4,Bueno,19.697843036366887,0,1
76,49,787,-1,Bueno,12.935650329945734,1,1
1174,36,3992,-6,Bueno,5.763131901738214,1,0
1202,42,4706,-2,Bueno,3.1007518751259124,0,1
909,34,3127,-3,Malo,30.77720769691304,1,0
1283,37,2792,-8,Malo,14.418320459357966,1,1
1145,12,807,-1,Regular,13.97879419369611,0,0
253,11,1658,1,Malo,26.21842541291667,0,0
2849,35,1250,-4,Regular,11.587923551369535,0,0
274,33,3808,-2,Malo,39.65546829556804,1,0
2892,60,4743,-1,Regular,15.51473681793912,0,1
696,47,813,-1,Malo,25.896559011584802,1,0
2693,28,4047,-1,Bueno,17.98059539011635,0,0
1021,37,6633,0,Bueno,9.27954872417413,0,0
1975,36,5403,-4,Bueno,16.03264388193502,1,1
1628,45,4856,1,Bueno,20.993413774724072,1,1
2417,39,5890,-3,Bueno,16.71911548017771,0,1
392,20,4410,-1,Malo,32.77924108033613,1,1
2668,38,3598,0,Regular,16.838164269104833,0,1
1845,63,4316,-8,Bueno,24.8275956482144,0,0
2725,46,3011,-4,Bueno,12.88160650877952,1,1
1555,29,3305,-1,Malo,15.024288973893775,1,1
-1635,-4,2263,-3,Malo,36.203565370785725,0,0
1805,28,5607,-3,Bueno,7.649871184564353,0,1
2649,35,4293,-1,Bueno,24.415841980364966,1,0
838,33,5326,-3,Bueno,18.3004840404013,0,0
1623,27,2245,-2,Malo,22.097762951205134,1,1
2136,21,868,-1,Malo,26.931227790461094,0,0
3274,36,8704,-4,Bueno,5.367562005988214,1,1
498,49,3314,-4,Bueno,-3.5142480430631378,1,1
706,31,2661,-2,Malo,35.28867283904354,0,1
127,36,2165,-1,Malo,12.559276503269412,1,0
1481,25,2848,0,Regular,24.128228482689625,1,1
1115,26,8470,-1,Bueno,7.679632856620186,0,0
1286,35,4812,0,Bueno,14.311263152420745,1,1
1422,13,2589,-2,Bueno,20.161486791078904,0,1
566,83,3075,-2,Bueno,12.235878808793696,0,0
2067,41,-227,-5,Malo,20.536084878386486,1,0
1005,45,773,-1,Malo,22.680778551393477,0,1
901,35,5106,-5,Bueno,13.935665713221017,0,0
2924,26,3413,-5,Bueno,17.981813735576125,1,1
1434,41,4046,-2,Bueno,18.32346969502906,0,0
530,26,6461,-5,Bueno,1.6583088424536703,0,0
450,14,3181,-4,Bueno,30.699494811048346,0,1
117,1,2987,-7,Malo,36.34858508568876,1,0
1416,51,3780,-2,Regular,8.933738048988758,0,0
-2110,-7,53,-7,Bueno,9.551661508088365,1,1
1190,-9,3523,-2,Bueno,45.94205707554555,0,1
581,42,4993,-5,Bueno,-5.523146004974759,0,1
1512,29,3776,-5,Bueno,19.475056136974683,1,0
2572,25,4723,-1,Bueno,13.745740000398511,1,1
-487,40,4346,-2,Malo,11.342912962276282,1,0
2593,48,4533,0,Regular,21.015406622282235,1,1
1129,52,4169,-1,Bueno,21.59071617189001,0,1
996,24,4436,-1,Bueno,15.107866823814879,1,0
772,39,7145,-1,Bueno,14.086184327956737,0,0
380,39,4812,-3,Malo,31.79528820402083,1,0
442,7,2928,-1,Bueno,3.008937128440137,1,0
932,44,5510,-1,Bueno,11.466774628741351,1,0
962,29,3370,-5,Malo,22.596287239476545,0,0
2737,44,5197,-3,Bueno,15.320477467634053,0,1
-106,53,2961,-5,Bueno,11.517408814692903,0,0
1184,40,6275,-3,Bueno,7.981954198044339,1,1
499,13,2985,-1,Bueno,27.07574370641009,1,1
1450,39,5237,0,Bueno,6.547521068895458,0,0
1429,53,1672,-2,Malo,24.713275186097583,0,1
2439,30,1192,-3,Bueno,24.13154807715862,1,0
210,11,3248,-2,Bueno,25.864728200034655,1,0
357,40,3728,-5,Malo,24.452510314627503,1,0
-151,30,4919,0,Bueno,26.00672125687911,0,1
1830,23,2509,0,Regular,6.518840276897865,1,1
963,40,1612,-10,Malo,21.837631580282448,1,0
1279,48,1330,0,Malo,22.768183744730322,1,0
2265,62,7740,-3,Bueno,17.62249680417791,1,0
2899,51,-1153,-2,Regular,4.355996146195794,1,0
989,42,3094,-3,Bueno,0.5944455124549384,0,1
-177,54,3737,-1,Bueno,8.870928061158533,0,1
353,40,3404,0,Bueno,11.87988275932791,0,1
1163,23,4496,-5,Malo,20.13339470138741,1,1
588,5,1922,-3,Malo,27.43200411304438,1,1
1235,31,2033,-5,Bueno,8.125328300253955,0,1
-133,34,2798,-3,Malo,4.804514221611568,1,1
808,23,6981,-2,Bueno,22.37700857010597,0,1
1842,51,2972,-2,Bueno,14.524031697621524,0,0
1731,27,1506,-5,Malo,20.914833610824648,0,1
836,18,3405,-5,Bueno,-5.261559092395648,1,0
114,37,3177,-3,Malo,24.599085928853757,1,1
6,29,5142,-4,Malo,22.37078591731722,1,1
2266,3,6763,-4,Bueno,-8.446506621987094,1,1
3104,63,5395,-3,Bueno,25.41500862479296,0,1
-65,18,5804,-1,Bueno,30.979377276843756,1,1
840,35,3671,-5,Malo,9.885635848396209,0,1
-529,35,2910,-1,Malo,24.98398006944999,0,0
-114,6,3420,-1,Bueno,22.980964849644796,0,0
1612,49,1777,-4,Malo,9.158724328967182,0,1
911,33,5098,-3,Bueno,17.218845978516992,1,0
-28,-3,3006,-3,Bueno,15.014318704751068,0,0
-374,14,2275,-2,Bueno,19.964817852294033,0,1
1384,26,2255,2,Regular,16.03755263023683,0,0
1175,-6,5578,-1,Bueno,1.152903737991334,1,1
654,-3,4950,-3,Bueno,19.751438267111244,0,1
1650,22,832,0,Regular,-2.410210001956316,0,0
454,26,5396,-2,Bueno,18.99899068737809,1,1
1332,53,5640,-1,Bueno,19.452628342695157,0,0
1527,58,4938,-6,Malo,11.930618273342102,1,1
1712,41,2605,-2,Regular,8.500397261460478,0,0
713,31,2668,-2,Bueno,16.544000912187332,1,0
1908,19,2117,-4,Malo,20.7089645654039,0,1
1146,21,5125,-6,Bueno,12.654521284475019,0,1
1060,1,2560,-3,Bueno,8.848948535132088,0,0
16,39,4001,-2,Bueno,15.663851813043468,0,1
870,62,4124,-2,Malo,9.76972779837827,0,1
1062,21,4551,-3,Bueno,22.706947646678774,0,0
986,57,2702,-1,Bueno,22.82689814190423,1,0
2132,51,2171,-2,Regular,10.88251987876548,0,1
2300,47,6330,0,Bueno,9.097438754142228,0,1
1761,-19,945,-4,Malo,15.27632706205505,0,1
1127,39,4916,-4,Bueno,13.588517868989474,1,0
2265,59,4105,-4,Bueno,28.927959425897093,0,1
1587,20,2306,2,Regular,4.101554081221963,1,1
-299,13,4283,-10,Bueno,9.551992118818777,0,1
1716,29,4114,0,Bueno,18.72610869376415,1,1
1810,73,6702,-4,Bueno,25.36511176312305,1,0
2499,50,4438,-4,Bueno,14.996551077375406,0,0
861,47,3520,0,Bueno,19.39191152465517,0,1
2293,46,5138,-1,Bueno,12.972360355152315,1,0
1617,34,6343,-2,Bueno,12.012989540947373,1,1
350,22,1667,-2,Malo,17.581025285608025,1,1
968,0,4281,2,Bueno,17.923205299447904,0,1
162,21,2164,-3,Bueno,13.697194691086096,0,1
2060,39,5003,-4,Bueno,32.56880317223313,0,1
169,20,945,-4,Malo,20.937806617353424,0,0
1523,14,5941,-2,Bueno,-0.944466380107901,1,1
2464,45,3507,-4,Bueno,18.743787981101587,1,0
-399,30,5280,-1,Bueno,-9.175955102406313,1,1
2371,44,5450,-2,Bueno,8.857269859118528,1,1
-119,43,5125,-2,Bueno,25.38124294593158,1,0
1672,26,3634,-3,Bueno,17.957413722989003,1,1
617,23,2358,-4,Malo,26.295369796673143,0,1
907,-3,1435,-5,Malo,11.525333543334403,0,0
1756,37,3391,-2,Regular,17.30475927862221,1,0
850,41,2397,0,Malo,20.73519816365014,0,1
2485,-1,3548,0,Bueno,38.6501553202107,1,0
-161,30,2090,-2,Regular,31.55118133935354,0,0
1264,36,3368,-5,Malo,25.00929643775112,0,0
1606,32,6928,-2,Bueno,4.58737187029912,1,1
512,36,3545,1,Bueno,2.316579725475645,1,0
302,30,3675,-5,Malo,21.835663883589348,1,0
619,23,2050,-4,Malo,29.341761256953944,1,0
2699,53,6949,-5,Bueno,16.292393222350192,1,0
365,42,3216,-5,Malo,15.330765477161075,0,0
2756,45,4642,-3,Bueno,15.098917902242505,1,1
990,7,2850,-5,Bueno,28.24761819273384,0,0
-1010,41,4635,-5,Bueno,15.09854801133074,0,1
1027,13,3102,-3,Malo,21.186810699204266,0,0
1656,9,4452,-1,Bueno,3.257152841450333,0,1
